conversation_id_str,created_at,favorite_count,full_text,id_str,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,year,month,day,day_of_week,hour,is_weekend,time_of_day,char_count,word_count,hashtag_count,mention_count,link_count,exclamation_count,question_count,is_promo,total_interactions,engagement_per_word,is_reply,has_hashtag,has_mention,has_link,cleaned_text,sentiment_label,sentiment_score,brand,sdg_goal
1.96098089525254E+018,2025-08-28 08:20:54+00:00,0.0,Pastiin kamu mengikuti syarat dan ketentuan ini ya 1.⁠ ⁠Wajib follow semua akun media sosial @acconeid di Instagram X dan Facebook Astra Credit Companies. 2.⁠ ⁠Tulis jawaban sebanyak-banyaknya di kolom komentar dan mention 3 temanmu. #GapaiMimpidiACC #JadiSemACCinPaham,1.96098089953469E+018,acconeid,in,0.0,1.0,0.0,https://x.com/undefined/status/1960980899534688374,2283337956.0,2025.0,8.0,28.0,Thursday,8.0,False,morning,269,37,2,1,0,0,0,False,1.0,0.0263157894736842,True,True,True,False,pastiin kamu mengikuti syarat dan ketentuan ini ya wajib follow semua akun media sosial di instagram x dan facebook astra credit companies tulis jawaban sebanyakbanyaknya di kolom komentar dan mention temanmu,positif,0.7880716919898987,Astra,8: Decent Work and Economic Growth
1.96075054296532E+018,2025-08-27 17:05:33+00:00,0.0,Astra Motor Papua Ajak Masyarakat Peduli Lingkungan Lewat Aksi Bersih Pantai Holtekamp https://t.co/c6podP51tB ...,1.96075054296532E+018,unknown,in,0.0,0.0,0.0,https://x.com/undefined/status/1960750542965317859,1.48345262458238e+18,2025.0,8.0,27.0,Wednesday,17.0,False,evening,114,14,0,0,1,0,0,False,0.0,0.0,False,False,False,True,astra motor papua ajak masyarakat peduli lingkungan lewat aksi bersih pantai holtekamp,positif,0.7692422866821289,Danone,12: Responsible Consumption
1.96068114420432E+018,2025-08-27 12:29:47+00:00,0.0,Astra menunjukkan komitmennya mendukung kesehatan masyarakat dan pelestarian lingkungan di Kampung Berseri Astra Pulau Pramuka. #astra #pelestarianlingkungan #pulaupramuka #healthylifechallenge https://t.co/Wg0KatCRQp,1.96068114420432E+018,unknown,in,0.0,0.0,0.0,https://x.com/undefined/status/1960681144204320952,1.29329531514814e+18,2025.0,8.0,27.0,Wednesday,12.0,False,afternoon,217,20,4,0,1,0,0,False,0.0,0.0,False,True,False,True,astra menunjukkan komitmennya mendukung kesehatan masyarakat dan pelestarian lingkungan di kampung berseri astra pulau pramuka,positif,0.9609382152557372,Nestle,12: Responsible Consumption
1.95985594291835E+018,2025-08-25 05:50:43+00:00,2.0,Aura Prisca Medina mahasiswa Ilmu Komunikasi UMY berusia 19 tahun sukses meraih Juara 1 Tokoh Penggerak Lingkungan Kampung di Festival Astra 4 Pilar Indonesia 2025 berkat inovasinya mengubah hama keong mas menjadi pupuk organik. #IDNTimesJogja https://t.co/H4VwGXEyGE https://t.co/TWbFyfbI5o,1.95985594291835E+018,unknown,in,0.0,0.0,2.0,https://x.com/undefined/status/1959855942918352969,1.31889419927033e+18,2025.0,8.0,25.0,Monday,5.0,False,morning,291,37,1,0,2,0,0,False,4.0,0.1052631578947368,False,True,False,True,aura prisca medina mahasiswa ilmu komunikasi umy berusia tahun sukses meraih juara tokoh penggerak lingkungan kampung di festival astra pilar indonesia berkat inovasinya mengubah hama keong mas menjadi pupuk organik,positif,0.9553549885749816,Danone,12: Responsible Consumption
1.95919704035917E+018,2025-08-23 10:12:29+00:00,0.0,Semangat kemerdekaan semakin meriah ketika Komunitas Honda Stylo Bali bersama Astra Motor Bali menggelar Honda Community Convoy Merdeka #komunitas #Honda #stylo160 #convoimerdeka https://t.co/aPwIZut0KM,1.95919704035917E+018,unknown,in,0.0,0.0,0.0,https://x.com/undefined/status/1959197040359174358,1.29329531514814e+18,2025.0,8.0,23.0,Saturday,10.0,True,morning,202,23,4,0,1,0,0,False,0.0,0.0,False,True,False,True,semangat kemerdekaan semakin meriah ketika komunitas honda stylo bali bersama astra motor bali menggelar honda community convoy merdeka,positif,0.9740315079689026,Astra,
1.9583453024251E+018,2025-08-21 02:28:55+00:00,0.0,@ctmsierra Baik Kak Victor terkait detail info keterangan jasa service tsb pada aplikasi Motorku X silakan kakak bisa hubungi Astra Motor selaku penyedia aplikasi di sosial media X &amp; Instagram : @astramotor/motorku_x nomor telp : 021-65310250 email: astramotor@hso.astra.co.id Facebook :,1.95835560699117E+018,ctmsierra,in,0.0,0.0,0.0,https://x.com/undefined/status/1958355606991172008,2905867182.0,2025.0,8.0,21.0,Thursday,2.0,False,night,291,40,0,3,0,0,0,False,0.0,0.0,True,False,True,False,baik kak victor terkait detail info keterangan jasa service tsb pada aplikasi motorku x silakan kakak bisa hubungi astra motor selaku penyedia aplikasi di sosial media x amp instagram motorkux nomor telp email astramotorastracoid facebook,positif,0.890932559967041,Astra,8: Decent Work and Economic Growth
1.95770041853821E+018,2025-08-19 07:05:26+00:00,0.0,Astra Agro: Rahasia Sukses Panen Sawit Melimpah &amp; Ramah Lingkungan! https://t.co/KXqmh85Ksi,1.95770041853821E+018,unknown,in,0.0,0.0,0.0,https://x.com/undefined/status/1957700418538205455,598959076.0,2025.0,8.0,19.0,Tuesday,7.0,False,morning,95,11,0,0,1,1,0,False,0.0,0.0,False,False,False,True,astra agro rahasia sukses panen sawit melimpah amp ramah lingkungan,positif,0.8555446863174438,Danone,12: Responsible Consumption
1.95694961641676E+018,2025-08-17 09:18:33+00:00,0.0,@arrskiie Hai Kak. Layanan halte Bundaran HI ASTRA beroperasi normal melayani pelanggan. Apabila ada perubahan layanan akan kami informasikan melalui media sosial Transjakarta. Terima kasih. ^KV,1.95700914242757E+018,arrskiie,in,0.0,2.0,0.0,https://x.com/undefined/status/1957009142427570230,104556071.0,2025.0,8.0,17.0,Sunday,9.0,True,morning,194,26,0,1,0,0,0,False,2.0,0.074074074074074,True,False,True,False,hai kak layanan halte bundaran hi astra beroperasi normal melayani pelanggan apabila ada perubahan layanan akan kami informasikan melalui media sosial transjakarta terima kasih kv,positif,0.6376197934150696,Astra,8: Decent Work and Economic Growth
1.95698536009087E+018,2025-08-17 07:44:03+00:00,0.0,Astra menyelenggarakan upacara HUT ke-80 RI di Menara Astra dan menegaskan komitmennya untuk terus berkontribusi bagi bangsa melalui berbagai program sosial berkelanjutan. #AstraInternasional #HUTRI80 #ApelKemerdekaan https://t.co/21anpvOm3o,1.95698536009087E+018,unknown,in,0.0,0.0,0.0,https://x.com/undefined/status/1956985360090865850,1.29329531514814e+18,2025.0,8.0,17.0,Sunday,7.0,True,morning,241,26,3,0,1,0,0,False,0.0,0.0,False,True,False,True,astra menyelenggarakan upacara hut ke ri di menara astra dan menegaskan komitmennya untuk terus berkontribusi bagi bangsa melalui berbagai program sosial berkelanjutan,positif,0.7880631685256958,Astra,8: Decent Work and Economic Growth
1.95619642759755E+018,2025-08-15 03:29:07+00:00,0.0,PT Astra Agro Lestari Raih Penghargaan Ekonomi Hijau karena Komitmen Penurunan Emisi Gas Rumah Kaca https://t.co/rHp5D0W7CI,1.95619642759755E+018,unknown,in,0.0,1.0,0.0,https://x.com/undefined/status/1956196427597549691,1.54182074169992e+18,2025.0,8.0,15.0,Friday,3.0,False,night,123,16,0,0,1,0,0,False,1.0,0.0588235294117647,False,False,False,True,pt astra agro lestari raih penghargaan ekonomi hijau karena komitmen penurunan emisi gas rumah kaca,positif,0.9364210963249208,Grab,13: Climate Action
